pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
TOI-3688 A b,TOI-3688 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,3.246075,0.0456,13.081,311.47184,0.76,0,87.9,G,5950,1.3,1.2,0.283,0.767,02h37m07.76s,39.2823371,+54d51m04.37s,54.8512152,396.378,12.241
TOI-3693 b,TOI-3693,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,9.088516,0.0813,12.599,324.18498,0.89,0,89.57,G,5321,0.79,0.87,-0.344,2.48,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,176.436,11.948
TOI-3714 b,TOI-3714,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,2.154849,0.027,11.321,222.47988,0.85,0.03,88.7,M2,3660,0.51,0.53,-1.407,5.8,04h38m12.56s,69.5523415,+39d27m28.81s,39.4580035,112.71,15.7
TOI-3757 b,TOI-3757,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,3.438753,0.03845,12,85.3,0.27,0.14,86.76,M0 V,3913,0.62,0.64,-1.06,3.7,06h04m00.87s,91.0036423,+55d01m11.93s,55.0199793,181.139,14.812
TOI-3785 b,TOI-3785,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4.6747373,0.043,5.14,14.95,0.61,0.11,88.1,M2 V,3576,0.5,0.52,-1.435,5.66206,08h43m36.05s,130.9002258,+63d04m41.08s,63.0780768,79.7634,14.595
TOI-3807 b,TOI-3807,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,2.8989727,0.0421,18.495,330.54154,0.289,0,80.81,G,5772,1.47,1.18,0.332,0.521,09h16m27.02s,139.1125648,+69d04m26.86s,69.0741284,421.745,11.856
TOI-3819 b,TOI-3819,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,3.2443141,0.04611,13.137,352.78953,0.85,0,82.79,G,5859,1.54,1.24,0.4,0.478,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,558.141,12.542
TOI-3884 b,TOI-3884,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4.5445828,0.0361,6.43,32.59,0.67,0.06,89.81,M4,3180,0.3,0.3,-2.032,15.26,12h06m17.24s,181.5718341,+12d30m25.29s,12.5070258,43.1448,15.744
TOI-3894 b,TOI-3894,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4.33454,0.05354,15.278,260.61929,0.4,0.05,84.63,F,6000,1.5,1.14,0.419,0.475,13h25m29.96s,201.3748265,+52d46m05.17s,52.7681036,417.365,11.992
TOI-3912 b,TOI-3912,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,3.4936264,0.0463,14.28,129.03833,0.243,0,85.64,G,5725,1.39,1.09,0.273,0.569,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,465.992,12.507
TOI-3919 b,TOI-3919,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,7.433234,0.0795,12.319,1233.17422,3.63,0.259,86.98,F,6100,1.32,1.21,0.336,0.742,13h55m46.74s,208.9447534,+40d23m30.50s,40.3918061,604.591,12.858
TOI-3976 A b,TOI-3976 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,6.607662,0.0743,12.274,55.61997,0.165,0,87.28,G,5975,1.5,1.25,0.413,0.521,14h57m25.44s,224.3560083,+44d16m27.56s,44.2743223,516.087,12.403
TOI-3984 A b,TOI-3984 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4.353326,0.041,7.9,44,0.49,0.23,89.5,M4+/-0.5,3476,0.47,0.49,-1.574,6.9,15h05m20.92s,226.3371468,+36d47m13.11s,36.7869747,108.883,15.694
TOI-4010 b,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.348335,0.0229,3.02,11,2.2,0.03,88.1,K V,4960,0.83,0.88,-0.4,1.65177,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,12.291
TOI-4010 c,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,5.414654,0.058,5.93,20.31,0.5,0.03,88.8,K V,4960,0.83,0.88,-0.4,1.65177,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,12.291
TOI-4010 d,TOI-4010,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,14.70886,0.113,6.18,38.15,0.9,0.07,89,K V,4960,0.83,0.88,-0.4,1.65177,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,12.291
